Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,PR_PagePerSec,LogPageValues,Bounce_x_Exit,HighValueVisit,TotalPages,TotalPages_Bin,IsHolidaySeason,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
1,34.5,0,0.0,22,279.8333333,0.008695652,0.013043478,0.0,0.0,2,2,1,2,0.0,0,0.07833827894104906,0.0,0.000113421545557656,0,23,2,1,0,0,0,0,0,0,1,0,0
2,31.2,2,468.4,15,1388.0,0.003703704,0.063333333,12.1360201,0.0,2,2,5,3,2.0,1,0.01079913606911447,2.575358082855065,0.000234567918765432,1,19,1,0,0,0,1,0,0,0,0,0,0
1,54.0,1,237.0,16,744.5,0.013333333,0.033777778,0.0,0.0,2,2,6,2,2.0,0,0.021462105969148222,0.0,0.00045037036207407397,0,18,1,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,21,607.5892857,0.028571429,0.051322751,0.0,0.0,3,2,1,2,2.0,1,0.03450602975345808,0.0,0.0014663643362811789,0,21,2,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,16,392.1428571,0.00625,0.027205882,0.0,0.0,3,2,1,2,2.0,0,0.04069767442304117,0.0,0.00017003676250000003,0,16,1,0,0,0,0,0,1,0,0,0,0
2,47.0,0,0.0,42,1528.382468,0.0,0.004761905,17.69657143,1.0,1,1,1,4,1.0,1,0.027462064512171456,2.9283401610613056,0.0,1,44,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,10,111.4166667,0.0,0.025,0.0,0.0,2,2,1,2,2.0,0,0.08895478129311941,0.0,0.0,0,10,1,0,0,0,0,0,0,1,0,0,0
3,134.0,0,0.0,5,78.5,0.0,0.025,0.0,0.0,2,2,7,2,2.0,1,0.06289308176100629,0.0,0.0,0,8,1,0,0,0,0,0,0,1,0,0,0
9,424.0,0,0.0,6,45.0,0.0,0.02,0.0,0.0,3,5,1,5,1.0,0,0.13043478260869565,0.0,0.0,0,15,1,0,0,0,0,0,0,1,0,0,0
2,38.04,0,0.0,8,886.57,0.0,0.030769231,0.0,0.0,1,1,1,2,2.0,0,0.009013373593068716,0.0,0.0,0,10,1,1,0,0,0,0,0,0,1,0,0
4,391.3,0,0.0,24,1015.3,0.0,0.004166667,61.91792063,0.0,2,2,3,2,1.0,0,0.023615074289087868,4.14183102980546,0.0,1,28,2,0,0,0,0,0,0,0,0,0,0
0,0.0,0,0.0,8,101.75,0.025,0.075,0.0,0.0,2,2,6,2,2.0,0,0.07785888077858881,0.0,0.001875,0,8,1,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,1,14.0,0.0,0.1,0.0,0.8,2,2,3,3,2.0,0,0.06666666666666667,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,82.0,0,0.0,13,242.0,0.0,0.018181818,31.98,0.0,1,2,8,3,2.0,0,0.053497942386831275,3.495901317131453,0.0,1,17,1,0,0,0,0,0,0,1,0,0,0
17,698.1333333,1,9.0,83,4306.612355,0.001075269,0.019375648,0.0,0.0,7,1,2,1,2.0,1,0.019268214769525147,0.0,2.0834033649312e-05,0,101,3,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,40,1385.666667,0.005,0.0225,0.0,0.0,2,2,1,1,2.0,0,0.028846153839219676,0.0,0.0001125,0,40,2,1,0,0,0,0,0,0,1,0,0
4,55.8,0,0.0,17,2023.2,0.0,0.011111111,0.0,0.0,2,2,1,2,1.0,0,0.008398379606758224,0.0,0.0,0,21,2,0,0,0,1,0,0,0,0,0,0
2,820.0,0,0.0,28,2228.516667,0.0,0.008024691,42.50333333,0.0,2,2,9,2,2.0,0,0.012558775816498528,3.7728375634347042,0.0,1,30,2,0,0,0,0,0,0,1,0,0,0
3,13.73333333,1,2.0,27,407.6833333,0.006666667,0.011555556,0.0,0.0,2,2,1,4,2.0,0,0.066065821138295,0.0,7.7037043851852e-05,0,31,2,0,0,0,1,0,0,0,0,0,0
2,19.0,0,0.0,23,1875.744689,0.028571429,0.041156463,0.0,0.0,3,2,4,1,2.0,0,0.012255263134515788,0.0,0.001175898960495627,0,25,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,3,80.0,0.0,0.033333333,0.0,0.0,3,2,1,10,2.0,1,0.037037037037037035,0.0,0.0,0,3,0,0,0,0,0,0,1,0,0,0,0
3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0.0,3,2,2,4,2.0,1,0.017059994318185952,0.0,5.8956914217686996e-05,0,23,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,1,2.0,0,1.0,0.0,0.04000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.0,0,0.0,4,55.0,0.0,0.05,0.0,0.0,2,2,1,1,2.0,0,0.07142857142857142,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
1,21.0,0,0.0,11,385.0,0.0,0.02,0.0,0.6,2,2,3,2,2.0,0,0.02849740932642487,0.0,0.0,0,12,1,0,0,0,0,0,0,1,0,0,0
6,133.3333333,1,398.0,129,4653.190245,0.015662578,0.025219763,6.017563943,0.0,3,2,1,3,2.0,0,0.02771695895727185,1.9484161411468366,0.00039500650512901397,1,136,3,1,0,0,0,0,0,0,1,0,0
2,17.0,1,105.0,9,148.25,0.02,0.022,0.0,0.0,3,2,1,1,2.0,0,0.06030150753768844,0.0,0.00043999999999999996,0,12,1,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,1,2,2.0,0,1.0,0.0,0.04000000000000001,0,1,0,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,7,203.6666667,0.0,0.00952381,0.0,0.0,1,1,1,2,2.0,0,0.03420195439182378,0.0,0.0,0,7,1,0,0,0,0,0,0,1,0,0,0
5,170.25,0,0.0,55,3057.045833,0.011666667,0.018737892,0.0,0.0,2,2,4,2,2.0,0,0.017985341948274194,0.0,0.000218608746245964,0,60,3,1,0,0,0,0,0,0,1,0,0
2,96.0,0,0.0,61,1260.524994,0.0,0.003225806,131.5040438,0.0,2,2,7,10,2.0,1,0.048354174740988125,4.8866131642058575,0.0,1,63,3,1,0,0,0,0,0,0,1,0,0
2,26.0,1,6.0,103,3400.248897,0.014692557,0.025598706,0.0,0.0,3,2,9,13,2.0,1,0.030282994017535435,0.0,0.00037611044703124197,0,106,3,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,2,9,2,1.0,0,1.0,0.0,0.04000000000000001,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,1,1,1,3,2.0,1,1.0,0.0,0.04000000000000001,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.0,0,0.0,1,48.5,0.0,0.1,0.0,0.0,1,1,1,3,0.0,0,0.020202020202020204,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0
3,135.5,0,0.0,37,1238.375,0.005405405,0.030510511,7.941531532,0.0,2,2,1,2,2.0,0,0.029853756933938477,2.190706886817396,0.000164921668711955,1,40,2,0,0,0,0,0,0,1,0,0,0
0,0.0,1,8.0,36,1093.154762,0.0,0.001428571,0.0,0.0,1,1,6,4,2.0,0,0.03290210969259576,0.0,0.0,0,37,2,0,0,0,0,0,0,1,0,0,0
5,827.2,2,48.5,71,3439.733242,0.0,0.014808078,0.0,0.0,2,2,1,2,2.0,0,0.02063513646839118,0.0,0.0,0,78,3,0,0,0,0,0,0,1,0,0,0
5,30.0,1,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,2,2,2,4,2.0,0,0.024440927181831093,0.0,0.000157873099534304,0,113,3,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,3,896.5,0.0,0.033333333,0.0,0.0,2,2,3,3,2.0,0,0.003342618384401114,0.0,0.0,0,3,0,1,1,0,0,0,0,0,0,0,0
1,20.0,1,115.0,50,1404.459091,0.013,0.044,0.0,0.0,2,2,2,2,2.0,1,0.035575564112950764,0.0,0.0005719999999999999,0,52,3,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,41,647.8166667,0.0125,0.026666667,0.0,0.4,2,2,6,1,2.0,0,0.06319196485585594,0.0,0.00033333333750000006,0,41,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,4,93.0,0.0,0.1,0.0,0.0,2,2,9,6,2.0,0,0.0425531914893617,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,3,6,2.0,0,1.0,0.0,0.04000000000000001,0,1,0,0,0,0,0,0,0,1,0,0,0
3,269.1666667,0,0.0,36,2281.208333,0.022916667,0.046203704,0.0,0.0,3,2,6,4,2.0,0,0.015774195317513985,0.0,0.0010588348987345681,0,39,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,2,2,1,13,2.0,0,2.0,0.0,0.04000000000000001,0,2,0,1,1,0,0,0,0,0,0,0,0
5,62.0,0,0.0,40,737.2619048,0.013333333,0.028888889,0.0,0.6,2,2,7,2,2.0,0,0.05418131389406617,0.0,0.000385185177037037,0,45,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,16,641.5,0.0,0.0375,0.0,0.0,4,1,7,1,2.0,0,0.024902723735408562,0.0,0.0,0,16,1,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,9,171.5,0.0,0.022222222,0.0,0.0,2,2,2,13,2.0,0,0.05217391304347826,0.0,0.0,0,9,1,1,0,0,0,0,0,0,1,0,0
10,261.5,1,55.5,122,3411.955853,0.01056,0.029876364,0.0,0.0,2,2,1,13,2.0,0,0.03574614066360149,0.0,0.00031549440384,0,133,3,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,8,166.0,0.0625,0.116666667,0.0,0.0,3,2,6,3,2.0,0,0.04790419161676647,0.0,0.0072916666875,0,8,1,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,3,55.0,0.066666667,0.133333333,0.0,0.6,1,8,4,20,2.0,0,0.05357142857142857,0.0,0.008888888911111111,0,3,0,0,0,0,0,0,0,1,0,0,0
2,17.33333333,0,0.0,89,3401.3,0.002222222,0.014835979,5.133911853,0.0,2,2,1,2,2.0,1,0.026158774946359813,1.8138326953573105,3.2968838925338e-05,1,91,3,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,8,286.7,0.05,0.075,0.0,0.0,3,2,1,1,2.0,0,0.02780674313521029,0.0,0.00375,0,8,1,0,0,0,1,0,0,0,0,0,0
0,0.0,0,0.0,14,207.1666667,0.042857143,0.083333333,0.0,0.6,2,2,7,11,2.0,0,0.06725380303166473,0.0,0.0035714285690476187,0,14,1,0,0,0,0,0,0,1,0,0,0
3,102.8,0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0.0,2,2,6,5,1.0,0,0.022517789060112828,4.132039527398294,0.0,1,28,2,0,0,0,0,0,0,0,0,0,0
0,0.0,1,55.0,38,1377.409524,0.000877193,0.018859649,0.0,0.0,2,2,2,4,2.0,0,0.027568004528674455,0.0,1.6543552085256997e-05,0,39,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,16,462.0,0.0125,0.05,0.0,0.0,1,1,1,6,2.0,0,0.03455723542116631,0.0,0.0006250000000000001,0,16,1,0,0,0,0,0,0,1,0,0,0
1,10.0,0,0.0,39,1152.5,0.011965812,0.017802198,0.0,0.0,3,2,1,3,2.0,0,0.033810143042912875,0.0,0.00021301775445477602,0,40,2,0,0,0,0,0,1,0,0,0,0
9,299.6333333,4,56.0,35,1386.633333,0.01025641,0.014871795,0.0,0.0,1,1,4,3,2.0,0,0.02522280141853583,0.0,0.00015253122695595,0,48,2,0,0,0,0,0,0,1,0,0,0
1,26.0,0,0.0,16,638.8333333,0.0,0.0125,20.26155684,0.0,2,4,2,2,1.0,0,0.025006512113832063,3.056900598831026,0.0,1,17,1,0,0,0,0,0,1,0,0,0,0
5,44.0,0,0.0,54,1391.733333,0.005357143,0.022619048,0.0,0.0,2,2,4,1,2.0,0,0.0387726772387087,0.0,0.000121173474659864,0,59,3,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,1,1,1,3,2.0,0,0.058823529411764705,0.0,0.0,0,2,0,0,0,1,0,0,0,0,0,0,0
6,108.9166667,0,0.0,24,516.4166667,0.0,0.013333333,8.1816,0.0,2,2,1,5,2.0,1,0.0463842808796016,2.2172014813843215,0.0,1,30,2,0,0,0,0,0,0,1,0,0,0
2,87.0,0,0.0,20,918.0833333,0.0075,0.010666667,0.0,0.0,1,1,2,2,2.0,0,0.021760812404452292,0.0,8.00000025e-05,0,22,2,0,0,0,0,0,0,1,0,0,0
5,173.2632132,0,0.0,49,1465.555338,0.02384954,0.023755148,20.6672459,0.0,3,2,3,1,2.0,0,0.033411627049016276,3.0758017147163383,0.00056654935243192,1,54,3,1,0,0,0,0,0,0,1,0,0
2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0.0,1,1,3,10,1.0,0,0.05647058823529412,0.0,0.0,0,26,2,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,20,665.4722222,0.0,0.0145,0.0,0.8,3,2,7,4,2.0,1,0.03000875255382849,0.0,0.0,0,20,1,0,0,1,0,0,0,0,0,0,0
1,0.0,0,0.0,9,300.3333333,0.041666667,0.06875,0.0,0.0,3,2,9,1,2.0,0,0.02986725664047204,0.0,0.00286458335625,0,10,1,1,1,0,0,0,0,0,0,0,0
4,32.75,0,0.0,13,704.0,0.0,0.024285714,76.79037287,0.0,2,2,1,2,2.0,0,0.018439716312056736,4.354017681496821,0.0,1,17,1,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,15,695.4,0.014285714,0.028571429,0.0,0.0,2,2,2,1,2.0,0,0.021539345203905803,0.0,0.000408163263265306,0,15,1,0,0,0,0,0,1,0,0,0,0
1,5.0,1,17.75,93,3009.042857,0.003617021,0.018145897,6.992767815,0.0,1,2,4,3,2.0,1,0.030896570055048887,2.0785371096794902,6.563409051283701e-05,1,95,3,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,1,3,2.0,0,0.14814814814814814,0.0,0.0,0,6,1,0,0,1,0,0,0,0,0,0,0
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,4,1,1,3,2.0,0,0.012944104639916394,0.0,3.2286100112292e-05,0,94,3,0,0,1,0,0,0,0,0,0,0
2,217.0,0,0.0,34,409.5,0.0,0.005555556,0.0,0.0,2,2,4,2,2.0,0,0.0828258221680877,0.0,0.0,0,36,2,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,8,211.3333333,0.0,0.075,0.0,0.0,2,5,3,2,2.0,1,0.03767660911109523,0.0,0.0,0,8,1,0,0,0,0,0,0,1,0,0,0
3,42.0,0,0.0,10,706.0,0.0,0.011111111,0.0,0.0,2,2,8,1,2.0,1,0.014144271570014143,0.0,0.0,0,13,1,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,32,999.0,0.0,0.01344086,9.053081561,0.0,1,1,1,1,2.0,0,0.032,2.307879210490939,0.0,1,32,2,0,0,0,0,0,1,0,0,0,0
14,345.8065476,3,195.0,75,5610.686899,0.008045977,0.019205169,4.452664494,0.0,2,2,3,2,2.0,0,0.013364965178895665,1.696104387185124,0.00015452434805511298,1,92,3,1,0,0,0,0,0,0,1,0,0
3,149.0,0,0.0,25,1294.183333,0.014814815,0.02962963,0.0,0.0,3,2,1,13,2.0,0,0.019302286682529445,0.0,0.00043895748696845,0,28,2,0,0,0,0,0,0,1,0,0,0
1,14.0,0,0.0,1,0.0,0.1,0.15,0.0,0.0,1,1,1,10,2.0,0,1.0,0.0,0.015,0,2,0,1,0,0,0,0,0,0,1,0,0
1,28.0,0,0.0,8,290.0,0.0,0.01,0.0,0.0,2,2,1,2,2.0,0,0.027491408934707903,0.0,0.0,0,9,1,0,0,0,0,0,1,0,0,0,0
7,53.75,5,199.0,77,2194.490404,0.0,0.010341365,44.1286184,0.0,2,2,2,2,2.0,0,0.035071890935944164,3.809516599587892,0.0,1,89,3,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,1,1,7,3,1.0,0,1.0,0.0,0.04000000000000001,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,29,364.1666667,0.020689655,0.01954023,0.0,0.0,3,2,1,3,2.0,0,0.07941579186860649,0.0,0.00040428061732065,0,29,2,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,5,51.0,0.0,0.04,0.0,0.0,3,2,3,13,2.0,0,0.09615384615384616,0.0,0.0,0,5,0,1,0,0,0,0,0,0,1,0,0
1,5.0,0,0.0,21,1342.5,0.01,0.02,0.0,0.0,3,2,2,2,2.0,0,0.015630815035355416,0.0,0.0002,0,22,2,0,0,0,0,0,0,1,0,0,0
3,221.5,4,172.0,28,1365.216667,0.0,0.012301587,0.0,0.0,2,2,3,2,2.0,0,0.020494553079551912,0.0,0.0,0,35,2,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,13,734.0,0.0,0.0375,0.0,0.0,1,1,1,3,2.0,0,0.017687074829931974,0.0,0.0,0,13,1,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,13,253.3333333,0.030769231,0.073076923,0.0,0.8,2,2,5,3,2.0,0,0.0511140235977869,0.0,0.002248520724556213,0,13,1,0,0,0,0,0,0,1,0,0,0
1,65.5,1,38.5,131,3902.664774,0.008888889,0.02287037,0.0,0.0,3,2,3,1,2.0,0,0.03355820942221101,0.0,0.00020329218031893003,0,133,3,1,0,0,0,0,0,0,1,0,0
1,23.96,0,0.0,94,2103.938772,0.013731061,0.038809156,1.47623044,0.0,2,2,1,1,2.0,0,0.04465688087957363,0.9067374199585376,0.0005328908883945159,1,95,3,0,0,0,1,0,0,0,0,0,0
1,993.0,0,0.0,28,1529.30467,0.001481481,0.009150327,0.0,0.0,3,2,4,2,2.0,0,0.018297010097995715,0.0,1.3556035594286999e-05,0,29,2,0,0,0,0,0,1,0,0,0,0
1,7.5,0,0.0,63,3060.055556,0.024623656,0.03604734,0.0,0.0,3,2,1,3,2.0,0,0.020581135770800757,0.0,0.00088761729987504,0,64,3,1,0,0,0,0,0,0,1,0,0
10,268.0,2,7.0,24,551.6666667,0.008333333,0.020833333,0.0,0.0,2,2,1,2,2.0,0,0.04342581423139772,0.0,0.00017361110138888899,0,36,2,0,0,0,0,0,0,1,0,0,0
1,35.0,1,49.5,11,1464.0,0.0,0.020512821,32.946,0.2,2,2,4,4,2.0,0,0.007508532423208191,3.5247710267393395,0.0,1,13,1,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,9,1225.5,0.022222222,0.044444444,0.0,0.0,1,2,9,1,2.0,0,0.007337953526294333,0.0,0.000987654301234568,0,9,1,0,0,0,0,0,1,0,0,0,0
0,0.0,0,0.0,42,602.8833333,0.0,0.004365079,21.26632526,0.0,6,2,3,1,2.0,0,0.06954985786821681,3.1030754591222136,0.0,1,42,2,0,0,0,0,0,0,0,0,0,1
4,600.4230769,0,0.0,17,1883.827222,0.00075188,0.013061325,0.120699914,0.0,2,2,1,8,2.0,0,0.009019394351680263,0.11395341333808913,9.820549041e-06,1,21,2,0,0,0,0,0,1,0,0,0,0
0,0.0,1,0.0,48,1062.812542,0.0,0.027253521,0.0,0.0,1,1,4,2,2.0,0,0.04512073143051927,0.0,0.0,0,49,2,0,0,0,0,0,0,0,0,0,1
4,155.5,0,0.0,20,588.9,0.0,0.008695652,0.0,0.0,4,1,1,4,1.0,0,0.03390405153415833,0.0,0.0,0,24,2,0,0,0,0,0,0,1,0,0,0
4,601.9,0,0.0,41,2517.583333,0.007751938,0.013881932,20.55494533,0.0,3,2,1,1,2.0,0,0.016278992822192237,3.0706052718933994,0.000107611876184216,1,45,2,0,0,0,0,0,0,0,0,0,1
4,70.25,1,139.5,58,3022.370406,0.0,0.009611111,0.0,0.0,1,1,2,2,1.0,0,0.019183888247664486,0.0,0.0,0,63,3,1,0,0,0,0,0,0,1,0,0
7,152.6964286,2,13.0,13,200.25,0.02,0.03,0.0,0.0,2,2,7,1,2.0,1,0.06459627329192547,0.0,0.0006,0,22,2,1,1,0,0,0,0,0,0,0,0
0,0.0,0,0.0,13,436.6,0.002564103,0.082692308,0.0,0.6,1,6,1,4,2.0,0,0.029707495429616086,0.0,0.000212031595019724,0,13,1,0,0,0,0,0,0,1,0,0,0
2,73.0,0,0.0,11,327.6666667,0.033333333,0.033333333,0.0,0.2,3,2,3,13,2.0,0,0.03346855983433382,0.0,0.001111111088888889,0,13,1,0,0,0,0,0,0,1,0,0,0
0,0.0,0,0.0,21,1030.0,0.005,0.025,0.0,0.0,2,2,7,1,2.0,0,0.020368574199806012,0.0,0.000125,0,21,2,1,1,0,0,0,0,0,0,0,0
